protocol,training_scope,model,seed,subject,train_sessions,test_session,acc,bacc,f1,auc,nll,brier,ece,n_train,n_val,n_test,checkpoint_path,source_run_id
single_source_directed_pair,single_source,deepconvnet,0,sub-001,ses-01,ses-02,0.51,0.51,0.441595,0.4582,0.720996,0.526074,0.121035,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-001_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-001,ses-01,ses-03,0.505,0.505,0.442426,0.5304,0.695276,0.501305,0.080331,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-001_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-001,ses-02,ses-01,0.625,0.625,0.62082,0.64615,1.656082,0.633392,0.285797,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-001_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-001,ses-02,ses-03,0.85,0.85,0.84994,0.9437,0.34034,0.202258,0.068845,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-001_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-001,ses-03,ses-01,0.665,0.665,0.66432,0.7265,1.380854,0.563898,0.270011,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-001_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-001,ses-03,ses-02,0.905,0.905,0.904998,0.9703,0.26302,0.132268,0.065299,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-001_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-002,ses-01,ses-02,0.6,0.6,0.597424,0.6131,0.763239,0.524156,0.136212,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-002_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-002,ses-01,ses-03,0.6,0.6,0.595101,0.6615,0.696507,0.484686,0.102958,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-002_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-002,ses-02,ses-01,0.495,0.495,0.477104,0.4968,0.761724,0.55562,0.154297,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-002_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-002,ses-02,ses-03,0.59,0.59,0.572917,0.6207,0.685315,0.489784,0.067708,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-002_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-002,ses-03,ses-01,0.63,0.63,0.629073,0.6952,0.74833,0.488335,0.156088,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-002_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-002,ses-03,ses-02,0.62,0.62,0.618129,0.675,0.857174,0.5067,0.145495,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-002_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-003,ses-01,ses-02,0.775,0.775,0.770823,0.867,0.726191,0.362252,0.146659,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-003_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-003,ses-01,ses-03,0.805,0.805,0.804173,0.8593,0.952169,0.322583,0.119663,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-003_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-003,ses-02,ses-01,0.775,0.775,0.774317,0.8502,1.195661,0.393067,0.189585,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-003_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-003,ses-02,ses-03,0.79,0.79,0.788647,0.87025,1.321306,0.376942,0.194992,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-003_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-003,ses-03,ses-01,0.52,0.52,0.514121,0.5101,0.741364,0.541265,0.124221,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-003_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-003,ses-03,ses-02,0.51,0.51,0.432279,0.5259,0.710127,0.514282,0.093895,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-003_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-004,ses-01,ses-02,0.495,0.495,0.490401,0.5077,0.887393,0.602587,0.196422,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-004_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-004,ses-01,ses-03,0.54,0.54,0.539586,0.5568,0.822711,0.574079,0.166237,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-004_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-004,ses-02,ses-01,0.495,0.495,0.494381,0.5142,0.766995,0.558575,0.155945,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-004_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-004,ses-02,ses-03,0.485,0.485,0.48031,0.4869,0.847525,0.610061,0.226841,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-004_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-004,ses-03,ses-01,0.485,0.485,0.479259,0.4696,0.799385,0.587215,0.182116,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-004_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-004,ses-03,ses-02,0.505,0.505,0.485434,0.4481,0.819272,0.592137,0.174574,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-004_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-005,ses-01,ses-02,0.84,0.84,0.839856,0.9151,0.66728,0.272072,0.124801,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-005_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-005,ses-01,ses-03,0.63,0.63,0.621483,0.6782,1.59148,0.611953,0.276369,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-005_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-005,ses-02,ses-01,0.74,0.74,0.739896,0.8096,0.606223,0.376975,0.11831,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-005_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-005,ses-02,ses-03,0.505,0.505,0.504889,0.5098,0.89626,0.625379,0.211157,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-005_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-005,ses-03,ses-01,0.775,0.775,0.774994,0.8564,0.563545,0.306055,0.07612,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-005_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-005,ses-03,ses-02,0.75,0.75,0.749775,0.8203,0.584372,0.347263,0.097122,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-005_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-006,ses-01,ses-02,0.89,0.89,0.889989,0.9461,0.327419,0.175404,0.062787,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-006_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-006,ses-01,ses-03,0.95,0.95,0.949995,0.9809,0.184231,0.076794,0.028093,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-006_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-006,ses-02,ses-01,0.785,0.785,0.779707,0.8463,1.567113,0.386393,0.179578,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-006_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-006,ses-02,ses-03,0.85,0.85,0.848163,0.9017,1.072265,0.285057,0.144355,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-006_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-006,ses-03,ses-01,0.51,0.51,0.450118,0.5374,4.177342,0.906942,0.455176,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-006_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-006,ses-03,ses-02,0.65,0.65,0.615385,0.8265,1.684665,0.621518,0.30004,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-006_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-007,ses-01,ses-02,0.775,0.775,0.774045,0.859,0.505085,0.314831,0.079346,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-007_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-007,ses-01,ses-03,0.85,0.85,0.849624,0.8849,0.478424,0.256235,0.09564,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-007_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-007,ses-02,ses-01,0.63,0.63,0.63,0.685,0.769249,0.503318,0.155661,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-007_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-007,ses-02,ses-03,0.885,0.885,0.884651,0.926,0.364395,0.197556,0.083638,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-007_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-007,ses-03,ses-01,0.625,0.625,0.580713,0.7102,1.13579,0.608852,0.272126,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-007_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-007,ses-03,ses-02,0.61,0.61,0.559023,0.8002,0.991959,0.5787,0.271627,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-007_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-008,ses-01,ses-02,0.6,0.6,0.59984,0.6131,0.709106,0.501056,0.06968,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-008_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-008,ses-01,ses-03,0.58,0.58,0.577932,0.6161,0.698773,0.491925,0.109663,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-008_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-008,ses-02,ses-01,0.645,0.645,0.64428,0.7036,0.993461,0.497827,0.196755,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-008_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-008,ses-02,ses-03,0.81,0.81,0.809524,0.9016,0.681143,0.298085,0.137513,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-008_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-008,ses-03,ses-01,0.535,0.535,0.496957,0.5361,0.846925,0.596033,0.17926,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-008_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-008,ses-03,ses-02,0.52,0.52,0.465241,0.5273,0.82522,0.591268,0.192344,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-008_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-009,ses-01,ses-02,0.745,0.745,0.744483,0.8013,0.61654,0.379066,0.090049,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-009_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-009,ses-01,ses-03,0.58,0.58,0.579327,0.5975,0.937177,0.582713,0.200528,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-009_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-009,ses-02,ses-01,0.625,0.625,0.60308,0.7457,0.634946,0.442086,0.053081,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-009_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-009,ses-02,ses-03,0.55,0.55,0.495006,0.6366,0.715291,0.508073,0.100461,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-009_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-009,ses-03,ses-01,0.635,0.635,0.632935,0.6763,0.781668,0.503455,0.149481,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-009_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-009,ses-03,ses-02,0.61,0.61,0.598394,0.6728,0.785493,0.529203,0.187086,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-009_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-010,ses-01,ses-02,0.56,0.56,0.47109,0.8326,0.796436,0.554746,0.262077,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-010_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-010,ses-01,ses-03,0.495,0.495,0.331104,0.6039,1.099397,0.740817,0.360995,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-010_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-010,ses-02,ses-01,0.73,0.73,0.729892,0.799,0.901087,0.422465,0.174907,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-010_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-010,ses-02,ses-03,0.5,0.5,0.466667,0.5192,1.103776,0.70237,0.299425,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-010_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-010,ses-03,ses-01,0.51,0.51,0.509559,0.5129,0.821881,0.589212,0.179306,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-010_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-010,ses-03,ses-02,0.505,0.505,0.50469,0.503,0.903549,0.631589,0.210938,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-010_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-011,ses-01,ses-02,0.63,0.63,0.629852,0.6263,1.094489,0.550351,0.170421,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-011_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-011,ses-01,ses-03,0.875,0.875,0.87409,0.9715,0.32217,0.183286,0.063019,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-011_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-011,ses-02,ses-01,0.87,0.87,0.869948,0.9441,0.379706,0.19548,0.083363,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-011_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-011,ses-02,ses-03,0.83,0.83,0.827918,0.9177,0.70152,0.286373,0.113664,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-011_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-011,ses-03,ses-01,0.935,0.935,0.934985,0.9598,0.303799,0.125734,0.057559,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-011_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-011,ses-03,ses-02,0.6,0.6,0.575552,0.68045,1.702144,0.676391,0.318056,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-011_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-012,ses-01,ses-02,0.485,0.485,0.383953,0.5255,0.780471,0.572137,0.19145,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-012_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-012,ses-01,ses-03,0.495,0.495,0.347861,0.5441,0.790165,0.581004,0.208373,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-012_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-012,ses-02,ses-01,0.49,0.49,0.489183,0.4653,0.762723,0.560761,0.149183,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-012_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-012,ses-02,ses-03,0.53,0.53,0.527686,0.5303,0.72216,0.52354,0.070217,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-012_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-012,ses-03,ses-01,0.5,0.5,0.4998,0.5193,0.789119,0.576321,0.214271,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-012_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-012,ses-03,ses-02,0.555,0.555,0.554454,0.5333,0.836303,0.59323,0.216709,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-012_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-013,ses-01,ses-02,0.695,0.695,0.685364,0.7486,0.935633,0.442727,0.098249,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-013_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-013,ses-01,ses-03,0.635,0.635,0.602732,0.7397,0.65145,0.456285,0.093121,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-013_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-013,ses-02,ses-01,0.57,0.57,0.552083,0.6459,0.753269,0.528345,0.181978,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-013_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-013,ses-02,ses-03,0.715,0.715,0.707024,0.8206,0.598074,0.375367,0.09258,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-013_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-013,ses-03,ses-01,0.66,0.66,0.655836,0.727,0.686542,0.451354,0.117892,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-013_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-013,ses-03,ses-02,0.71,0.71,0.693802,0.8365,0.888363,0.442277,0.15928,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-013_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-014,ses-01,ses-02,0.48,0.48,0.442299,0.468,0.723961,0.529383,0.107477,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-014_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-014,ses-01,ses-03,0.555,0.555,0.535478,0.5458,0.705185,0.506603,0.095524,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-014_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-014,ses-02,ses-01,0.525,0.525,0.522985,0.5312,1.067695,0.665588,0.278025,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-014_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-014,ses-02,ses-03,0.495,0.495,0.484154,0.4348,1.176407,0.712868,0.251492,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-014_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-014,ses-03,ses-01,0.54,0.54,0.491094,0.5561,0.725362,0.524036,0.106879,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-014_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-014,ses-03,ses-02,0.465,0.465,0.347063,0.4313,0.734308,0.537137,0.136982,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-014_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-015,ses-01,ses-02,0.625,0.625,0.623409,0.683,0.740398,0.489606,0.173349,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-015_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-015,ses-01,ses-03,0.635,0.635,0.632935,0.6442,0.9216,0.513859,0.134515,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-015_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-015,ses-02,ses-01,0.575,0.575,0.545442,0.5744,0.73335,0.527552,0.1246,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-015_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-015,ses-02,ses-03,0.53,0.53,0.480031,0.5818,0.987394,0.580969,0.193634,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-015_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-015,ses-03,ses-01,0.61,0.61,0.599754,0.6601,0.860872,0.548249,0.185424,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-015_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-015,ses-03,ses-02,0.64,0.64,0.636364,0.7096,0.766118,0.48587,0.140997,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-015_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-016,ses-01,ses-02,0.47,0.47,0.356484,0.3826,0.861442,0.638669,0.221885,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-016_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-016,ses-01,ses-03,0.49,0.49,0.35312,0.4642,0.866903,0.630971,0.23885,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-016_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-016,ses-02,ses-01,0.51,0.51,0.427302,0.5437,0.777508,0.567104,0.166666,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-016_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-016,ses-02,ses-03,0.57,0.57,0.488095,0.5681,0.755515,0.548106,0.146676,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-016_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-016,ses-03,ses-01,0.59,0.59,0.585859,0.6323,0.719244,0.504146,0.119484,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-016_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-016,ses-03,ses-02,0.52,0.52,0.5,0.548,0.751249,0.548134,0.147654,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-016_ses-03-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-017,ses-01,ses-02,0.755,0.755,0.753217,0.857,0.490513,0.319771,0.047264,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-017_ses-01-to-ses-02_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-017,ses-01,ses-03,0.64,0.64,0.625,0.8182,0.749378,0.479398,0.199849,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-017_ses-01-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-017,ses-02,ses-01,0.675,0.675,0.674927,0.75145,1.025862,0.471436,0.198401,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-017_ses-02-to-ses-01_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-017,ses-02,ses-03,0.615,0.615,0.583502,0.8003,1.717815,0.670896,0.318093,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-017_ses-02-to-ses-03_seed0.pt,session_model_compare_v1
single_source_directed_pair,single_source,deepconvnet,0,sub-017,ses-03,ses-01,0.705,0.705,0.704934,0.7525,0.78697,0.416986,0.088735,160,40,200,checkpoints/session_model_compare_v1/deepconvnet/cross_sub-017_ses-03-to-ses-01_seed0.pt,session_model_compare_v1
