relationship,x_metric,y_metric,model,prototype_type,distance,n,pearson_r,pearson_p,spearman_rho,spearman_p,slope,intercept,r2
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,confidence_weighted,cosine,7500,0.024931344240492422,0.030842918624862155,0.042359380681011215,0.0002430581828615675,0.03988581886665636,0.10397976363045562,0.0006215719256379347
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,confidence_weighted,euclidean,2500,0.04949179391271452,0.013328514404746927,0.10387135463633923,1.9393923158553335e-07,0.002475533320082592,0.11051411684896018,0.0024494376646986083
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,confidence_weighted,euclidean,2500,0.04569142506752581,0.02233500904788978,0.07399126813444151,0.00021324188653091617,0.007101751117383267,0.10517651597047224,0.0020877063247013274
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,confidence_weighted,euclidean,2500,0.03246016622575138,0.10466976604113283,0.031030030290076997,0.12087794248043096,0.030948796990670494,0.09480099875676562,0.0010536623914034102
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,confidence_weighted,euclidean,7500,0.043136609480373435,0.00018633511075544075,0.07050458040728523,9.810365518207284e-10,0.0034906342285460725,0.10369284581728307,0.0018607670774622427
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,correct_only,cosine,2239,0.021207606438320613,0.3158340930147211,0.06324518564810472,0.0027537603529174492,0.02634636146299941,0.1161519261716016,0.0004497625708426982
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,correct_only,cosine,2418,-0.03713336724545421,0.06790291119980466,-0.01454006854613736,0.4748258103898516,-0.04996901713624535,0.11095843012459293,0.0013788869629857688
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,correct_only,cosine,1920,0.03605755632422988,0.11423342126563855,0.027642723980630463,0.22601576586575395,0.6446079873262743,0.08387380543633416,0.0013001473680750106
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,correct_only,cosine,6577,0.007367276961873377,0.5502596008351677,0.021798476215487226,0.077110701125813,0.010864237650674454,0.10413690282373705,5.4276769832950534e-05
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,correct_only,euclidean,2239,0.031174350424733724,0.1403080557486723,0.08662407416402526,4.055200231936329e-05,0.001483811281900177,0.11582666243423383,0.000971840124404097
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,correct_only,euclidean,2418,0.032891912685104926,0.10587815648952303,0.04554338095292586,0.025122351489069036,0.00503670247942922,0.10711765015619631,0.0010818779200845673
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,correct_only,euclidean,1920,0.002368842869459732,0.9173835845749588,0.017502954879458757,0.4433786678182329,0.0009718262410280591,0.08421799284545362,5.611416540190285e-06
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,correct_only,euclidean,6577,0.036822093442795564,0.002820346283639402,0.05813806508790735,2.381553225477911e-06,0.002763748536082654,0.10323343211897631,0.0013558665655099666
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,label_based,cosine,2500,0.04890712589326314,0.014461261647004814,0.09059324735384053,5.713369142851395e-06,0.06467469383037494,0.11031275779507865,0.0023919069631394914
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,label_based,cosine,2500,-0.003820172517571172,0.848593131210392,0.017559972340995655,0.38014607435692127,-0.005378964202190279,0.107532513574346,1.4593718064006134e-05
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,label_based,cosine,2500,0.15528618787696144,5.81798589862462e-15,0.0780788596690298,9.307970682235844e-05,6.143823887033325,0.09121196572283724,0.024113800145358966
