relationship,x_metric,y_metric,model,prototype_type,distance,n,pearson_r,pearson_p,spearman_rho,spearman_p,slope,intercept,r2
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,confidence_weighted,cosine,1440,-0.21641257590633955,1.008828670963713e-16,-0.18745096799791014,7.459359437851839e-13,-0.27985482652841875,0.14490359952472018,0.04683440301041716
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,confidence_weighted,cosine,1440,-0.3838077144223141,9.47531964715418e-52,-0.3512381468031887,4.579679725117045e-43,-0.40924785706644884,0.16293526034089492,0.14730836165008057
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,confidence_weighted,cosine,1440,-0.13795370132397006,1.475622813597809e-07,0.0006796854351658605,0.9794409070939853,-0.44453792998715563,0.12493827965927053,0.01903122370898314
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,confidence_weighted,cosine,4320,-0.26257100540600636,4.81846948453299e-69,-0.20821735860737156,1.60353002013851e-43,-0.3124097971058455,0.13984320018012023,0.06894353287992108
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,confidence_weighted,euclidean,1440,-0.25286848826092867,1.9156163157131495e-22,-0.2142501414354907,2.0558698418056162e-16,-0.011851108532357437,0.15014873000030338,0.06394247235536747
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,confidence_weighted,euclidean,1440,-0.3095552075405072,2.3724014717956046e-33,-0.2629717618334304,3.328298360231873e-24,-0.04168149735462023,0.1463514882450346,0.09582442651544655
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,confidence_weighted,euclidean,1440,-0.11891652069495223,6.047851664016799e-06,-0.014522491818498615,0.5818802866282852,-0.03572502921170003,0.12505000349069156,0.014141138894193016
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,confidence_weighted,euclidean,4320,-0.18016386824626054,7.68823190577953e-33,-0.1649596534090388,9.885046219660743e-28,-0.011906350167337954,0.12902469399640673,0.03245901942145593
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,correct_only,cosine,1429,-0.2299044513161243,1.350907899743378e-18,-0.21960340067628104,4.5836790231159456e-17,-0.2969735349637795,0.1472628154848128,0.05285605673496817
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,correct_only,cosine,1431,-0.40000926090907674,4.125836522329309e-56,-0.37931178422450607,3.471347142580004e-50,-0.4277787060353291,0.1667624597895161,0.16000740881302586
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,correct_only,cosine,1395,-0.13339153296700504,5.73222615098213e-07,-0.001578804420590669,0.9530197739802742,-0.4134878709348867,0.12060770495153106,0.017793301067287586
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,correct_only,cosine,4255,-0.26973045821368385,7.851057928673198e-72,-0.2266222127926315,1.0937201530072875e-50,-0.3178383064820909,0.1398762473569161,0.07275452008816383
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,correct_only,euclidean,1429,-0.26664184997144663,1.1000268057900097e-24,-0.24426636315602987,7.394549908750779e-21,-0.012500789138788033,0.15274441368157052,0.07109787615619545
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,correct_only,euclidean,1431,-0.31699893472658863,9.088174173130744e-35,-0.28217934779815074,1.3279444253419065e-27,-0.04288558615937935,0.14822151646952608,0.10048832461779203
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,correct_only,euclidean,1395,-0.11510606194818218,1.6350990393972482e-05,-0.03434593802573852,0.1998290588218134,-0.033141000056900086,0.12067138925334828,0.013249405497218751
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,correct_only,euclidean,4255,-0.18349343893492273,1.5506427493337914e-33,-0.18466877813163723,5.944766347158104e-34,-0.011971926614825906,0.1284384083126015,0.033669842132164174
