relationship,x_metric,y_metric,model,prototype_type,distance,n,pearson_r,pearson_p,spearman_rho,spearman_p,slope,intercept,r2
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,label_based,cosine,1440,-0.2098734109549909,8.484649526078225e-16,-0.1791781547970331,7.440635362915292e-12,-0.2742366373283783,0.14376388463065967,0.0440468486258825
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,label_based,cosine,1440,-0.3776914388832773,4.835768932204655e-50,-0.34503483514723693,1.5966707844672068e-41,-0.4067837027977711,0.16158100942075493,0.1426508230057205
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,label_based,cosine,1440,-0.13688405740595927,1.8437708991997428e-07,0.007095038867424711,0.7879240082740234,-0.4411112319564659,0.12483330946946536,0.018737245171917962
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,label_based,cosine,4320,-0.25826003769931627,8.881675003990536e-67,-0.20288580563068304,2.3016676903673484e-41,-0.31091537533790464,0.13920628751222344,0.06669824707245235
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,deepconvnet,label_based,euclidean,1440,-0.24540578460527918,3.412108587223708e-21,-0.20547111708253227,3.4218031319216292e-15,-0.011614514126561481,0.14874065498705652,0.06022399911773268
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,eegnet,label_based,euclidean,1440,-0.3022700342266956,8.335211273748271e-32,-0.25546260871278903,6.882768597634626e-23,-0.0411779694331556,0.14488895795980206,0.09136717359140771
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,fbcnet,label_based,euclidean,1440,-0.11735357818154567,8.013485949258814e-06,-0.006511697720716299,0.8049936740961274,-0.035323064115755434,0.12488010659354842,0.013771862312012155
target_margin_mean_vs_acc_drop,target_margin_mean,acc_drop,ALL,label_based,euclidean,4320,-0.17595588883039298,2.2236080484579626e-31,-0.15905252432367503,7.137816630317195e-26,-0.011794700523649337,0.12850767255521267,0.03096047481409364
fisher_change_vs_acc_drop,fisher_change,acc_drop,deepconvnet,confidence_weighted,cosine,1440,0.29860213339188113,4.815278051159588e-31,0.40796129168504597,7.367436044798113e-59,0.010761968120285627,0.09079420086867188,0.08916323406618278
fisher_change_vs_acc_drop,fisher_change,acc_drop,eegnet,confidence_weighted,cosine,1440,0.27761365528270965,6.800926127342028e-27,0.40253221323407556,3.289240708797083e-57,0.008694770980785645,0.07583440807559189,0.07706934159942708
fisher_change_vs_acc_drop,fisher_change,acc_drop,fbcnet,confidence_weighted,cosine,1440,0.1525694846860354,5.931667884771201e-09,0.29257478876364673,8.138080955866099e-30,0.004267226916923871,0.1042636668196898,0.023277447657362383
fisher_change_vs_acc_drop,fisher_change,acc_drop,ALL,confidence_weighted,cosine,4320,0.24200493152013813,1.290658221666053e-58,0.3556838813791898,5.096901742688498e-129,0.007640010023088509,0.09132332686465267,0.05856638688006676
fisher_change_vs_acc_drop,fisher_change,acc_drop,deepconvnet,confidence_weighted,euclidean,1440,0.29860213339188113,4.815278051159588e-31,0.40796129168504597,7.367436044798113e-59,0.010761968120285627,0.09079420086867188,0.08916323406618278
fisher_change_vs_acc_drop,fisher_change,acc_drop,eegnet,confidence_weighted,euclidean,1440,0.27761365528270965,6.800926127342028e-27,0.40253221323407556,3.289240708797083e-57,0.008694770980785645,0.07583440807559189,0.07706934159942708
fisher_change_vs_acc_drop,fisher_change,acc_drop,fbcnet,confidence_weighted,euclidean,1440,0.1525694846860354,5.931667884771201e-09,0.29257478876364673,8.138080955866099e-30,0.004267226916923871,0.1042636668196898,0.023277447657362383
fisher_change_vs_acc_drop,fisher_change,acc_drop,ALL,confidence_weighted,euclidean,4320,0.24200493152013813,1.290658221666053e-58,0.3556838813791898,5.096901742688498e-129,0.007640010023088509,0.09132332686465267,0.05856638688006676
fisher_change_vs_acc_drop,fisher_change,acc_drop,deepconvnet,correct_only,cosine,1429,0.3112221755551029,1.8209588590485242e-33,0.4211114806567117,1.6237797964740085e-62,0.011165064889623964,0.08794909757457862,0.09685924255725122
fisher_change_vs_acc_drop,fisher_change,acc_drop,eegnet,correct_only,cosine,1431,0.29058158551812835,3.046976067497705e-29,0.4194574318379039,4.478457307509947e-62,0.009140173672183763,0.07171578527580273,0.08443765784222941
fisher_change_vs_acc_drop,fisher_change,acc_drop,fbcnet,correct_only,cosine,1395,0.1753232244697261,4.2948147729584513e-11,0.32949692983872053,1.1114342864109784e-36,0.004635281144522395,0.09694222230515473,0.030738233038461932
fisher_change_vs_acc_drop,fisher_change,acc_drop,ALL,correct_only,cosine,4255,0.25740068901858,2.322063553001231e-65,0.3806948036847762,8.119399586464926e-147,0.00800185618309031,0.08644064584853453,0.06625511470723967
fisher_change_vs_acc_drop,fisher_change,acc_drop,deepconvnet,correct_only,euclidean,1429,0.3112221755551029,1.8209588590485242e-33,0.4211114806567117,1.6237797964740085e-62,0.011165064889623964,0.08794909757457862,0.09685924255725122
fisher_change_vs_acc_drop,fisher_change,acc_drop,eegnet,correct_only,euclidean,1431,0.29058158551812835,3.046976067497705e-29,0.4194574318379039,4.478457307509947e-62,0.009140173672183763,0.07171578527580273,0.08443765784222941
fisher_change_vs_acc_drop,fisher_change,acc_drop,fbcnet,correct_only,euclidean,1395,0.1753232244697261,4.2948147729584513e-11,0.32949692983872053,1.1114342864109784e-36,0.004635281144522395,0.09694222230515473,0.030738233038461932
fisher_change_vs_acc_drop,fisher_change,acc_drop,ALL,correct_only,euclidean,4255,0.25740068901858,2.322063553001231e-65,0.3806948036847762,8.119399586464926e-147,0.00800185618309031,0.08644064584853453,0.06625511470723967
fisher_change_vs_acc_drop,fisher_change,acc_drop,deepconvnet,label_based,cosine,1440,0.3020133381929739,9.431540779191639e-32,0.41200283358208006,4.1609099739789695e-60,0.010908149076237016,0.09019723927975387,0.09121205644646371
fisher_change_vs_acc_drop,fisher_change,acc_drop,eegnet,label_based,cosine,1440,0.28350132430442054,5.056695959913626e-28,0.40893017353348454,3.712491425935033e-59,0.00891492328813425,0.07510325733459519,0.0803730008823603
fisher_change_vs_acc_drop,fisher_change,acc_drop,fbcnet,label_based,cosine,1440,0.15729476321643376,1.9595356539847332e-09,0.29316086862705426,6.2003380687734656e-30,0.004455589904600063,0.10398694809299792,0.024741642535313964
fisher_change_vs_acc_drop,fisher_change,acc_drop,ALL,label_based,cosine,4320,0.24707220437955965,4.268939482919743e-61,0.3593464794849212,7.716856984131526e-132,0.007848022935537921,0.09080500341936096,0.06104467417697484
fisher_change_vs_acc_drop,fisher_change,acc_drop,deepconvnet,label_based,euclidean,1440,0.3020133381929739,9.431540779191639e-32,0.41200283358208006,4.1609099739789695e-60,0.010908149076237016,0.09019723927975387,0.09121205644646371
fisher_change_vs_acc_drop,fisher_change,acc_drop,eegnet,label_based,euclidean,1440,0.28350132430442054,5.056695959913626e-28,0.40893017353348454,3.712491425935033e-59,0.00891492328813425,0.07510325733459519,0.0803730008823603
fisher_change_vs_acc_drop,fisher_change,acc_drop,fbcnet,label_based,euclidean,1440,0.15729476321643376,1.9595356539847332e-09,0.29316086862705426,6.2003380687734656e-30,0.004455589904600063,0.10398694809299792,0.024741642535313964
fisher_change_vs_acc_drop,fisher_change,acc_drop,ALL,label_based,euclidean,4320,0.24707220437955965,4.268939482919743e-61,0.3593464794849212,7.716856984131526e-132,0.007848022935537921,0.09080500341936096,0.06104467417697484
