method,subject,acc_mean,none_acc_mean,gain_acc_mean
euclidean_alignment,sub-016,0.5183809523809524,0.5246666666666667,-0.006285714285714287
euclidean_alignment,sub-017,0.650047619047619,0.647952380952381,0.0020952380952380906
euclidean_alignment,sub-018,0.5711428571428572,0.5882380952380952,-0.017095238095238097
euclidean_alignment,sub-019,0.622,0.6194761904761905,0.0025238095238095315
euclidean_alignment,sub-020,0.5741428571428572,0.5553809523809523,0.01876190476190477
euclidean_alignment,sub-021,0.6434761904761904,0.6325238095238096,0.010952380952380948
euclidean_alignment,sub-022,0.6058571428571429,0.593952380952381,0.01190476190476191
euclidean_alignment,sub-023,0.7631666666666667,0.7696666666666666,-0.0064999999999999945
euclidean_alignment,sub-025,0.7723809523809523,0.7596190476190476,0.01276190476190476
euclidean_alignment,sub-026,0.8168333333333333,0.7708333333333334,0.04600000000000001
euclidean_alignment,sub-027,0.6433809523809525,0.6097619047619048,0.03361904761904763
euclidean_alignment,sub-028,0.6338571428571429,0.6288571428571429,0.004999999999999999
euclidean_alignment,sub-029,0.7324761904761904,0.6776666666666666,0.054809523809523815
euclidean_alignment,sub-030,0.6747142857142857,0.7217619047619047,-0.04704761904761904
euclidean_alignment,sub-031,0.6578095238095238,0.6438095238095237,0.013999999999999997
euclidean_alignment,sub-032,0.548,0.581,-0.032999999999999995
euclidean_alignment,sub-033,0.8481428571428571,0.8727619047619047,-0.024619047619047634
euclidean_alignment,sub-034,0.6797619047619048,0.7029047619047619,-0.02314285714285714
euclidean_alignment,sub-035,0.8748095238095238,0.900952380952381,-0.02614285714285714
euclidean_alignment,sub-036,0.8339047619047619,0.8978571428571429,-0.06395238095238095
euclidean_alignment,sub-037,0.7263333333333334,0.7914761904761906,-0.06514285714285714
euclidean_alignment,sub-038,0.5044285714285714,0.5139523809523809,-0.009523809523809526
euclidean_alignment,sub-039,0.517,0.5093809523809524,0.007619047619047617
euclidean_alignment,sub-040,0.6386190476190475,0.6601904761904761,-0.021571428571428578
euclidean_alignment,sub-041,0.8084285714285715,0.8203809523809524,-0.011952380952380947
euclidean_alignment,sub-042,0.5788571428571428,0.6168571428571428,-0.03799999999999999
euclidean_alignment,sub-043,0.9078095238095237,0.9337619047619048,-0.02595238095238095
euclidean_alignment,sub-044,0.5626190476190477,0.6027619047619047,-0.04014285714285715
euclidean_alignment,sub-045,0.6696190476190477,0.7411428571428571,-0.07152380952380952
euclidean_alignment,sub-046,0.9185238095238094,0.9452857142857143,-0.026761904761904758
euclidean_alignment,sub-047,0.7527619047619049,0.7673333333333333,-0.01457142857142857
euclidean_alignment,sub-048,0.7052380952380952,0.6983809523809523,0.006857142857142855
euclidean_alignment,sub-049,0.6704285714285714,0.7067142857142857,-0.03628571428571429
euclidean_alignment,sub-050,0.8180000000000001,0.8423809523809525,-0.02438095238095238
euclidean_alignment,sub-051,0.6797142857142857,0.7413333333333334,-0.06161904761904762
filterbank_reweighting,sub-001,0.762904761904762,0.7571428571428571,0.005761904761904755
filterbank_reweighting,sub-002,0.5372857142857143,0.5828571428571429,-0.04557142857142858
