model,protocol,subject,session,train_session,test_session,seed,fold,n_train,n_val,n_test,best_epoch,accuracy,balanced_accuracy,macro_f1,auc,nll,brier,ece
deepconvnet,cross_session,sub-002,,ses-03,ses-02,0,,80,20,95,6,0.505263,0.507314,0.486841,0.451241,1.218490,0.651754,0.217697
deepconvnet,cross_session,sub-002,,ses-03,ses-04,0,,80,20,100,6,0.510000,0.510000,0.450118,0.571600,0.698125,0.504820,0.102110
deepconvnet,cross_session,sub-002,,ses-03,ses-05,0,,80,20,95,6,0.526316,0.529503,0.522933,0.541704,0.913379,0.589754,0.227103
deepconvnet,cross_session,sub-002,,ses-04,ses-01,0,,80,20,92,9,0.608696,0.608696,0.574730,0.700378,1.692229,0.691493,0.323957
deepconvnet,cross_session,sub-002,,ses-04,ses-02,0,,80,20,95,9,0.642105,0.640957,0.637242,0.667996,1.349267,0.603468,0.274571
deepconvnet,cross_session,sub-002,,ses-04,ses-03,0,,80,20,100,9,0.580000,0.576074,0.575758,0.543155,2.215275,0.764914,0.369407
deepconvnet,cross_session,sub-002,,ses-04,ses-05,0,,80,20,95,9,0.642105,0.640417,0.640152,0.648181,2.399887,0.642157,0.305850
deepconvnet,cross_session,sub-002,,ses-05,ses-01,0,,76,19,92,17,0.576087,0.576087,0.552786,0.629017,1.458847,0.651425,0.307388
deepconvnet,cross_session,sub-002,,ses-05,ses-02,0,,76,19,95,17,0.578947,0.579787,0.576649,0.624113,1.136306,0.579137,0.267740
deepconvnet,cross_session,sub-002,,ses-05,ses-03,0,,76,19,100,17,0.530000,0.528904,0.528822,0.549177,1.045685,0.632962,0.241891
deepconvnet,cross_session,sub-002,,ses-05,ses-04,0,,76,19,100,17,0.520000,0.520000,0.495586,0.559200,1.287081,0.741033,0.352429
deepconvnet,cross_session,sub-003,,ses-01,ses-02,0,,73,19,100,1,0.520000,0.520000,0.438990,0.510000,0.727439,0.532436,0.164313
deepconvnet,cross_session,sub-003,,ses-01,ses-03,0,,73,19,92,1,0.489130,0.495745,0.440983,0.539953,1.127821,0.611349,0.226461
deepconvnet,cross_session,sub-003,,ses-01,ses-04,0,,73,19,100,1,0.500000,0.500000,0.333333,0.466800,0.752333,0.555584,0.159962
deepconvnet,cross_session,sub-003,,ses-01,ses-05,0,,73,19,100,1,0.500000,0.500000,0.333333,0.490800,0.752064,0.555280,0.174535
deepconvnet,cross_session,sub-003,,ses-02,ses-01,0,,80,20,92,1,0.467391,0.485795,0.364623,0.421402,0.800293,0.578480,0.151861
deepconvnet,cross_session,sub-003,,ses-02,ses-03,0,,80,20,92,1,0.521739,0.511584,0.379902,0.422695,1.218790,0.634046,0.218696
deepconvnet,cross_session,sub-003,,ses-02,ses-04,0,,80,20,100,1,0.490000,0.490000,0.328859,0.596800,0.694906,0.501761,0.105678
deepconvnet,cross_session,sub-003,,ses-02,ses-05,0,,80,20,100,1,0.510000,0.510000,0.355178,0.552800,0.700148,0.506803,0.046544
deepconvnet,cross_session,sub-003,,ses-03,ses-01,0,,73,19,92,1,0.478261,0.500000,0.323529,0.455492,0.698867,0.505704,0.057870
deepconvnet,cross_session,sub-003,,ses-03,ses-02,0,,73,19,100,1,0.500000,0.500000,0.333333,0.453200,0.695881,0.502727,0.036557
deepconvnet,cross_session,sub-003,,ses-03,ses-04,0,,73,19,100,1,0.500000,0.500000,0.333333,0.506800,0.695794,0.502639,0.036341
deepconvnet,cross_session,sub-003,,ses-03,ses-05,0,,73,19,100,1,0.500000,0.500000,0.333333,0.489200,0.695944,0.502789,0.036315
deepconvnet,cross_session,sub-003,,ses-04,ses-01,0,,80,20,92,1,0.413043,0.399621,0.343205,0.417140,0.844630,0.605098,0.244796
deepconvnet,cross_session,sub-003,,ses-04,ses-02,0,,80,20,100,1,0.570000,0.570000,0.545982,0.583600,0.683987,0.491912,0.094028
