protocol,model,seed,subject,train_sessions,test_session,split_id,acc,bacc,f1,auc,nll,brier,ece,n_train,n_val,n_test,best_epoch,checkpoint_path,status,error_message
multisource_0102_to_03,fbcnet,4,sub-005,ses-01+ses-02,ses-03,0,0.4623655913978494,0.4664662349676226,0.3736530172413793,0.475023126734505,2.2866103649139404,0.9736341925021192,0.5025264889963212,155,39,93,51,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-005_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-006,ses-01+ses-02,ses-03,0,0.4947368421052631,0.5,0.3309859154929577,0.5704787234042553,3.142068862915039,0.9821045654359442,0.4933945975805584,149,38,95,97,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-006_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-007,ses-01+ses-02,ses-03,0,0.59375,0.59375,0.5937059142702116,0.6419270833333333,0.6625688076019287,0.4700762910910769,0.0818219147622584,160,40,96,5,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-007_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-008,ses-01+ses-02,ses-03,0,0.5168539325842697,0.5222222222222223,0.3784310540847815,0.5606060606060606,1.1105186939239502,0.7586469652098943,0.3573903501703497,155,39,89,18,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-008_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-009,ses-01+ses-02,ses-03,0,0.5,0.5,0.3333333333333333,0.5120000000000001,1.0428611040115356,0.7347428704318244,0.348502984046936,158,40,100,4,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-009_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-010,ses-01+ses-02,ses-03,0,0.52,0.52,0.4791666666666666,0.5724,0.745791494846344,0.5359277248525001,0.1769423830509186,146,37,100,11,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-010_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-011,ses-01+ses-02,ses-03,0,0.58,0.5800000000000001,0.5320855614973261,0.5811999999999999,0.7026207447052002,0.5068685124424428,0.0946632146835327,155,39,100,19,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-011_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-012,ses-01+ses-02,ses-03,0,0.5257731958762887,0.528061224489796,0.5024531668153435,0.5459183673469388,0.7991800904273987,0.5777037342716508,0.1851654372264429,152,39,97,22,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-012_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-013,ses-01+ses-02,ses-03,0,0.53,0.53,0.4800309768779732,0.5136000000000001,0.8137533664703369,0.5810226903378746,0.145254847407341,155,39,100,5,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-013_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-014,ses-01+ses-02,ses-03,0,0.4782608695652174,0.4945420028476507,0.4523809523809523,0.4774560987185571,0.878993570804596,0.6368723555303756,0.2288118769293246,156,39,92,18,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-014_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-015,ses-01+ses-02,ses-03,0,0.5176470588235295,0.5192307692307692,0.5173798642847252,0.4972129319955407,0.7598419189453125,0.5556612754617699,0.1785235440029817,156,39,85,6,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-015_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-016,ses-01+ses-02,ses-03,0,0.51,0.51,0.3551783129359126,0.6472,1.329084873199463,0.8227096986340109,0.4121747493743896,160,40,100,5,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-016_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-017,ses-01+ses-02,ses-03,0,0.4897959183673469,0.5,0.3287671232876712,0.5433333333333333,0.9516533017158508,0.6873748468808504,0.3077951852156192,160,40,98,1,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-017_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-018,ses-01+ses-02,ses-03,0,0.48,0.48,0.3404363267376966,0.5004000000000001,1.0621232986450195,0.7360674550336159,0.3538162165880203,155,39,100,35,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-018_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-019,ses-01+ses-02,ses-03,0,0.5319148936170213,0.528344671201814,0.5265567765567765,0.5596371882086167,0.7268649339675903,0.5269817896122925,0.1470891941100993,152,38,94,22,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-019_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-020,ses-01+ses-02,ses-03,0,0.45,0.45,0.4499449944994499,0.4648,3.1123807430267334,1.053540354344363,0.5322817593812943,151,38,100,80,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-020_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-021,ses-01+ses-02,ses-03,0,0.4946236559139785,0.4995374653098982,0.3651416122004357,0.5259019426456985,0.9053900837898254,0.6544524352839252,0.2889878916484054,154,39,93,6,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-021_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-022,ses-01+ses-02,ses-03,0,0.49,0.49,0.3985139757046821,0.5716,0.832714319229126,0.6064857320532603,0.2406665617227554,149,38,100,8,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-022_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-023,ses-01+ses-02,ses-03,0,0.5757575757575758,0.5728571428571428,0.5359375,0.6253061224489795,0.7140093445777893,0.5045394154793261,0.1219056953083385,152,38,99,5,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-023_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-024,ses-01+ses-02,ses-03,0,0.5542168674698795,0.5523255813953488,0.5518750912009338,0.5261627906976745,0.7129343152046204,0.5181717844517144,0.1367760056472686,124,32,83,10,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-024_ses01ses02-to-ses-03_seed4.pt,ok,
multisource_0102_to_03,fbcnet,4,sub-025,ses-01+ses-02,ses-03,0,0.5425531914893617,0.5339673913043478,0.4474367737525632,0.5457427536231884,0.7611196637153625,0.5537542723109226,0.1651759946599919,144,36,94,3,/share/home/yuan/SYX/eeg-mi-online/checkpoints/shu/session_multisource_v1/fbcnet/multisource_sub-025_ses01ses02-to-ses-03_seed4.pt,ok,
