model,subject,session,mean_acc,std_acc,mean_bacc,mean_f1,mean_auc
deepconvnet,sub-025,ses-01,0.897,0.018907670401189014,0.897,0.8960215999999999,0.9456
deepconvnet,sub-025,ses-02,0.925,0.012247448713915927,0.925,0.92429786,0.9722
deepconvnet,sub-025,ses-03,0.8400000000000001,0.019999999999999973,0.8400000000000001,0.83854094,0.9116
deepconvnet,sub-026,ses-02,0.8629999999999999,0.0246475150877325,0.8629999999999999,0.85920668,0.9488
deepconvnet,sub-026,ses-03,0.9389999999999998,0.01140175425099129,0.9389999999999998,0.93834562,0.9872
deepconvnet,sub-027,ses-01,0.817,0.025396850198400562,0.817,0.81130104,0.8878
deepconvnet,sub-027,ses-02,0.6689999999999999,0.020432816741702595,0.6689999999999999,0.659211,0.6986
deepconvnet,sub-027,ses-03,0.868,0.03232645975048923,0.868,0.8650640199999999,0.9414
deepconvnet,sub-028,ses-01,0.868,0.02018662923818632,0.868,0.86640534,0.9346
deepconvnet,sub-028,ses-02,0.721,0.0379802580296659,0.721,0.71057302,0.8046
deepconvnet,sub-028,ses-03,0.6980000000000001,0.06230971031869751,0.6980000000000001,0.69198898,0.7586
deepconvnet,sub-029,ses-01,0.917,0.023611437906235218,0.917,0.9159632,0.9726000000000001
deepconvnet,sub-029,ses-02,0.9279999999999999,0.01350925608610631,0.9279999999999999,0.9275173000000001,0.9768000000000001
deepconvnet,sub-029,ses-03,0.9560000000000001,0.009617692030835666,0.9560000000000001,0.9556041799999999,0.9842000000000001
deepconvnet,sub-030,ses-01,0.6439999999999999,0.08784930278607797,0.6439999999999999,0.5440176,0.9793000000000001
deepconvnet,sub-030,ses-02,0.873,0.01857417562100676,0.873,0.8712326000000001,0.9484
deepconvnet,sub-030,ses-03,0.837,0.01303840481040534,0.837,0.83275606,0.9438000000000001
deepconvnet,sub-031,ses-01,0.79,0.012747548783981908,0.79,0.7857321,0.8698
deepconvnet,sub-031,ses-02,0.745,0.014577379737113249,0.745,0.7355218800000001,0.8695999999999999
deepconvnet,sub-031,ses-03,0.793,0.015247950681976931,0.793,0.7878444200000001,0.875
deepconvnet,sub-032,ses-01,0.597,0.013509256086106342,0.597,0.58413842,0.6346
deepconvnet,sub-032,ses-03,0.8089999999999999,0.025347583711273176,0.8089999999999999,0.80625854,0.865
deepconvnet,sub-033,ses-01,0.835,0.012747548783981948,0.835,0.8321716,0.9254
deepconvnet,sub-033,ses-02,0.8559999999999999,0.015572411502397417,0.8559999999999999,0.85392858,0.9306000000000001
deepconvnet,sub-033,ses-03,0.898,0.025641762809916098,0.898,0.89700764,0.9624
