Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods riemannian_alignment --models fbcnet --seeds 2 --protocols single,multi --tag-suffix riemannian_alignment_fbcnet_s2
Node   : gpu01 | Start: Tue Jun  9 10:16:44 CST 2026
Tue Jun  9 10:16:45 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:21:00.0 Off |                  Off |
| 74%   47C    P0             80W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 10:16:48 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 10:16:48 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['riemannian_alignment'] | models=['fbcnet'] | seeds=[2] | groups=['single', 'multi'] | tasks=335
2026-06-09 10:17:00 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-001_ses01-to-ses02 seed=2 acc=0.6400 (ntr=160 nval=40 nte=200)
2026-06-09 10:18:54 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-002_ses03-to-ses02 seed=2 acc=0.6200 (ntr=160 nval=40 nte=200)
2026-06-09 10:19:11 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-003_ses01-to-ses02 seed=2 acc=0.7150 (ntr=160 nval=40 nte=200)
2026-06-09 10:19:28 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-003_ses01-to-ses03 seed=2 acc=0.8000 (ntr=160 nval=40 nte=200)
2026-06-09 10:19:41 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-003_ses02-to-ses01 seed=2 acc=0.7500 (ntr=160 nval=40 nte=200)
2026-06-09 10:19:53 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-003_ses02-to-ses03 seed=2 acc=0.6900 (ntr=160 nval=40 nte=200)
2026-06-09 10:20:02 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-003_ses03-to-ses01 seed=2 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 10:20:10 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-003_ses03-to-ses02 seed=2 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 10:20:16 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-004_ses01-to-ses02 seed=2 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 10:20:22 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-004_ses01-to-ses03 seed=2 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 10:20:28 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-004_ses02-to-ses01 seed=2 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 10:20:33 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-004_ses02-to-ses03 seed=2 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 10:20:40 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-004_ses03-to-ses01 seed=2 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 10:20:48 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-004_ses03-to-ses02 seed=2 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 10:21:04 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-005_ses01-to-ses02 seed=2 acc=0.7700 (ntr=160 nval=40 nte=200)
2026-06-09 10:21:20 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-005_ses01-to-ses03 seed=2 acc=0.8600 (ntr=160 nval=40 nte=200)
2026-06-09 10:21:38 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-005_ses02-to-ses01 seed=2 acc=0.7750 (ntr=160 nval=40 nte=200)
2026-06-09 10:21:55 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-005_ses02-to-ses03 seed=2 acc=0.8000 (ntr=160 nval=40 nte=200)
2026-06-09 10:22:08 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-005_ses03-to-ses01 seed=2 acc=0.7600 (ntr=160 nval=40 nte=200)
2026-06-09 10:22:22 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-005_ses03-to-ses02 seed=2 acc=0.7550 (ntr=160 nval=40 nte=200)
2026-06-09 10:22:39 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-006_ses01-to-ses02 seed=2 acc=0.8650 (ntr=160 nval=40 nte=200)
2026-06-09 10:22:57 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-006_ses01-to-ses03 seed=2 acc=0.9300 (ntr=160 nval=40 nte=200)
2026-06-09 10:23:14 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-006_ses02-to-ses01 seed=2 acc=0.8850 (ntr=160 nval=40 nte=200)
2026-06-09 10:23:32 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-006_ses02-to-ses03 seed=2 acc=0.9400 (ntr=160 nval=40 nte=200)
2026-06-09 10:23:44 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-006_ses03-to-ses01 seed=2 acc=0.8200 (ntr=160 nval=40 nte=200)
2026-06-09 10:23:56 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-006_ses03-to-ses02 seed=2 acc=0.8800 (ntr=160 nval=40 nte=200)
2026-06-09 10:24:02 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-007_ses01-to-ses02 seed=2 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 10:24:08 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-007_ses01-to-ses03 seed=2 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 10:24:20 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-007_ses02-to-ses01 seed=2 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 10:24:32 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-007_ses02-to-ses03 seed=2 acc=0.6900 (ntr=160 nval=40 nte=200)
2026-06-09 10:24:42 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-007_ses03-to-ses01 seed=2 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 10:24:51 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-007_ses03-to-ses02 seed=2 acc=0.6000 (ntr=160 nval=40 nte=200)
2026-06-09 10:25:01 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-008_ses01-to-ses02 seed=2 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 10:25:11 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-008_ses01-to-ses03 seed=2 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 10:25:24 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-008_ses02-to-ses01 seed=2 acc=0.6300 (ntr=160 nval=40 nte=200)
2026-06-09 10:25:38 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-008_ses02-to-ses03 seed=2 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 10:25:50 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-008_ses03-to-ses01 seed=2 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:03 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-008_ses03-to-ses02 seed=2 acc=0.7050 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:09 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-009_ses01-to-ses02 seed=2 acc=0.5450 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:15 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-009_ses01-to-ses03 seed=2 acc=0.4550 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:22 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-009_ses02-to-ses01 seed=2 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:29 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-009_ses02-to-ses03 seed=2 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:37 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-009_ses03-to-ses01 seed=2 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:45 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-009_ses03-to-ses02 seed=2 acc=0.5250 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:52 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-010_ses01-to-ses02 seed=2 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 10:26:59 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-010_ses01-to-ses03 seed=2 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 10:27:12 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-010_ses02-to-ses01 seed=2 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 10:27:24 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-010_ses02-to-ses03 seed=2 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 10:27:42 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-010_ses03-to-ses01 seed=2 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 10:27:59 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-010_ses03-to-ses02 seed=2 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 10:28:17 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-011_ses01-to-ses02 seed=2 acc=0.7150 (ntr=160 nval=40 nte=200)
2026-06-09 10:28:34 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-011_ses01-to-ses03 seed=2 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 10:28:49 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-011_ses02-to-ses01 seed=2 acc=0.7100 (ntr=160 nval=40 nte=200)
2026-06-09 10:29:05 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-011_ses02-to-ses03 seed=2 acc=0.6400 (ntr=160 nval=40 nte=200)
2026-06-09 10:29:23 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-011_ses03-to-ses01 seed=2 acc=0.7200 (ntr=160 nval=40 nte=200)
2026-06-09 10:29:40 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-011_ses03-to-ses02 seed=2 acc=0.6300 (ntr=160 nval=40 nte=200)
2026-06-09 10:29:45 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-012_ses01-to-ses02 seed=2 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 10:29:51 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-012_ses01-to-ses03 seed=2 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 10:29:57 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-012_ses02-to-ses01 seed=2 acc=0.4400 (ntr=160 nval=40 nte=200)
2026-06-09 10:30:03 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-012_ses02-to-ses03 seed=2 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 10:30:08 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-012_ses03-to-ses01 seed=2 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 10:30:14 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-012_ses03-to-ses02 seed=2 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 10:30:26 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-013_ses01-to-ses02 seed=2 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 10:30:37 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-013_ses01-to-ses03 seed=2 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 10:30:46 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-013_ses02-to-ses01 seed=2 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 10:30:56 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-013_ses02-to-ses03 seed=2 acc=0.4700 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:05 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-013_ses03-to-ses01 seed=2 acc=0.5250 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:14 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-013_ses03-to-ses02 seed=2 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:20 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-014_ses01-to-ses02 seed=2 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:25 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-014_ses01-to-ses03 seed=2 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:32 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-014_ses02-to-ses01 seed=2 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:39 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-014_ses02-to-ses03 seed=2 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:44 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-014_ses03-to-ses01 seed=2 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:50 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-014_ses03-to-ses02 seed=2 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 10:31:57 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-015_ses01-to-ses02 seed=2 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:05 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-015_ses01-to-ses03 seed=2 acc=0.4700 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:14 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-015_ses02-to-ses01 seed=2 acc=0.5700 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:22 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-015_ses02-to-ses03 seed=2 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:28 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-015_ses03-to-ses01 seed=2 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:34 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-015_ses03-to-ses02 seed=2 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:40 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-016_ses01-to-ses02 seed=2 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:47 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-016_ses01-to-ses03 seed=2 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:53 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-016_ses02-to-ses01 seed=2 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 10:32:59 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-016_ses02-to-ses03 seed=2 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 10:33:05 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-016_ses03-to-ses01 seed=2 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 10:33:11 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-016_ses03-to-ses02 seed=2 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 10:33:28 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-017_ses01-to-ses02 seed=2 acc=0.6250 (ntr=160 nval=40 nte=200)
2026-06-09 10:33:45 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-017_ses01-to-ses03 seed=2 acc=0.5750 (ntr=160 nval=40 nte=200)
2026-06-09 10:33:57 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-017_ses02-to-ses01 seed=2 acc=0.6200 (ntr=160 nval=40 nte=200)
2026-06-09 10:34:08 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-017_ses02-to-ses03 seed=2 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 10:34:18 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-017_ses03-to-ses01 seed=2 acc=0.6400 (ntr=160 nval=40 nte=200)
2026-06-09 10:34:28 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-017_ses03-to-ses02 seed=2 acc=0.7100 (ntr=160 nval=40 nte=200)
2026-06-09 10:34:33 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-018_ses01-to-ses02 seed=2 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 10:34:38 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-018_ses01-to-ses03 seed=2 acc=0.4450 (ntr=160 nval=40 nte=200)
2026-06-09 10:34:45 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-018_ses02-to-ses01 seed=2 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 10:34:51 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-018_ses02-to-ses03 seed=2 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 10:34:57 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-018_ses03-to-ses01 seed=2 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 10:35:03 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-018_ses03-to-ses02 seed=2 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 10:35:11 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-019_ses01-to-ses02 seed=2 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 10:35:19 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-019_ses01-to-ses03 seed=2 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 10:35:26 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-019_ses02-to-ses01 seed=2 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 10:35:33 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-019_ses02-to-ses03 seed=2 acc=0.5450 (ntr=160 nval=40 nte=200)
2026-06-09 10:35:51 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-019_ses03-to-ses01 seed=2 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 10:36:08 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-019_ses03-to-ses02 seed=2 acc=0.6900 (ntr=160 nval=40 nte=200)
2026-06-09 10:36:25 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-020_ses01-to-ses02 seed=2 acc=0.7350 (ntr=160 nval=40 nte=200)
2026-06-09 10:36:43 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-020_ses01-to-ses03 seed=2 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 10:37:00 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-020_ses02-to-ses01 seed=2 acc=0.7350 (ntr=160 nval=40 nte=200)
2026-06-09 10:37:18 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-020_ses02-to-ses03 seed=2 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 10:37:26 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-020_ses03-to-ses01 seed=2 acc=0.4800 (ntr=160 nval=40 nte=200)
2026-06-09 10:37:35 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-020_ses03-to-ses02 seed=2 acc=0.4750 (ntr=160 nval=40 nte=200)
2026-06-09 10:37:42 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-021_ses01-to-ses02 seed=2 acc=0.6450 (ntr=160 nval=40 nte=200)
2026-06-09 10:37:49 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-021_ses01-to-ses03 seed=2 acc=0.6600 (ntr=160 nval=40 nte=200)
2026-06-09 10:37:57 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-021_ses02-to-ses01 seed=2 acc=0.7150 (ntr=160 nval=40 nte=200)
2026-06-09 10:38:04 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-021_ses02-to-ses03 seed=2 acc=0.6200 (ntr=160 nval=40 nte=200)
2026-06-09 10:38:11 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-021_ses03-to-ses01 seed=2 acc=0.6450 (ntr=160 nval=40 nte=200)
2026-06-09 10:38:17 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-021_ses03-to-ses02 seed=2 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 10:38:27 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-022_ses01-to-ses02 seed=2 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 10:38:36 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-022_ses01-to-ses03 seed=2 acc=0.5450 (ntr=160 nval=40 nte=200)
2026-06-09 10:38:43 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-022_ses02-to-ses01 seed=2 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 10:38:50 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-022_ses02-to-ses03 seed=2 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 10:39:00 | INFO    | train_session_alignment | [align] riemannian_alignment   fbcnet      single_sub-022_ses03-to-ses01 seed=2 acc=0.5650 (ntr=160 nval=40 nte=200)
