========================================================
Project : /share/home/yuan/SYX/eeg-mi-online
Env     : mi_torch_cu118
Args    : --config configs/session_multisource_compare.yaml --models eegnet,deepconvnet,fbcnet --seeds 2
Node    : gpu01  |  Start: Mon Jun  8 22:15:28 CST 2026
========================================================
[env] python: /share/home/yuan/.conda/envs/mi_torch_cu118/bin/python | CONDA_DEFAULT_ENV=mi_torch_cu118
Mon Jun  8 22:15:29 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:41:00.0 Off |                  Off |
| 30%   29C    P8             15W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-08 22:15:32 | INFO    | train_session_multisource | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-08 22:15:32 | INFO    | train_session_multisource | loaded 148 ok sessions across 51 subjects | models=['eegnet', 'deepconvnet', 'fbcnet'] | seeds=[2] | ses-01+ses-02 -> ses-03
2026-06-08 22:15:32 | INFO    | train_session_multisource | === RUN multisource_0102_to_03__eegnet ===
2026-06-08 22:17:00 | INFO    | train_session_multisource | [multisource] eegnet      sub-009 seed=2 acc=0.6200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:17:06 | INFO    | train_session_multisource | [multisource] eegnet      sub-010 seed=2 acc=0.4950 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:17:12 | INFO    | train_session_multisource | [multisource] eegnet      sub-011 seed=2 acc=0.9300 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:17:16 | INFO    | train_session_multisource | [multisource] eegnet      sub-012 seed=2 acc=0.5350 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:17:28 | INFO    | train_session_multisource | [multisource] eegnet      sub-013 seed=2 acc=0.7650 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:17:32 | INFO    | train_session_multisource | [multisource] eegnet      sub-014 seed=2 acc=0.5300 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:17:39 | INFO    | train_session_multisource | [multisource] eegnet      sub-015 seed=2 acc=0.6400 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:17:44 | INFO    | train_session_multisource | [multisource] eegnet      sub-016 seed=2 acc=0.5950 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:18:04 | INFO    | train_session_multisource | [multisource] eegnet      sub-017 seed=2 acc=0.8050 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:18:09 | INFO    | train_session_multisource | [multisource] eegnet      sub-018 seed=2 acc=0.5900 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:18:13 | INFO    | train_session_multisource | [multisource] eegnet      sub-019 seed=2 acc=0.7850 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:18:33 | INFO    | train_session_multisource | [multisource] eegnet      sub-020 seed=2 acc=0.4800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:18:41 | INFO    | train_session_multisource | [multisource] eegnet      sub-021 seed=2 acc=0.7950 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:18:49 | INFO    | train_session_multisource | [multisource] eegnet      sub-022 seed=2 acc=0.8000 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:18:55 | INFO    | train_session_multisource | [multisource] eegnet      sub-025 seed=2 acc=0.8200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:19:03 | INFO    | train_session_multisource | [multisource] eegnet      sub-027 seed=2 acc=0.7200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:19:10 | INFO    | train_session_multisource | [multisource] eegnet      sub-028 seed=2 acc=0.4650 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:19:21 | INFO    | train_session_multisource | [multisource] eegnet      sub-029 seed=2 acc=0.9300 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:19:38 | INFO    | train_session_multisource | [multisource] eegnet      sub-030 seed=2 acc=0.8350 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:19:47 | INFO    | train_session_multisource | [multisource] eegnet      sub-031 seed=2 acc=0.7650 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:19:52 | INFO    | train_session_multisource | [multisource] eegnet      sub-033 seed=2 acc=0.9200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:20:00 | INFO    | train_session_multisource | [multisource] eegnet      sub-034 seed=2 acc=0.8000 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:20:16 | INFO    | train_session_multisource | [multisource] eegnet      sub-035 seed=2 acc=0.9750 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:20:22 | INFO    | train_session_multisource | [multisource] eegnet      sub-036 seed=2 acc=0.9800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:20:42 | INFO    | train_session_multisource | [multisource] eegnet      sub-037 seed=2 acc=0.8800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:20:52 | INFO    | train_session_multisource | [multisource] eegnet      sub-038 seed=2 acc=0.5950 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:20:59 | INFO    | train_session_multisource | [multisource] eegnet      sub-039 seed=2 acc=0.4550 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:21:10 | INFO    | train_session_multisource | [multisource] eegnet      sub-040 seed=2 acc=0.7500 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:21:17 | INFO    | train_session_multisource | [multisource] eegnet      sub-041 seed=2 acc=0.8700 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:21:23 | INFO    | train_session_multisource | [multisource] eegnet      sub-042 seed=2 acc=0.6650 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:21:42 | INFO    | train_session_multisource | [multisource] eegnet      sub-043 seed=2 acc=0.9800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:21:47 | INFO    | train_session_multisource | [multisource] eegnet      sub-044 seed=2 acc=0.6800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:21:54 | INFO    | train_session_multisource | [multisource] eegnet      sub-045 seed=2 acc=0.8800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:22:10 | INFO    | train_session_multisource | [multisource] eegnet      sub-046 seed=2 acc=0.9600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:22:20 | INFO    | train_session_multisource | [multisource] eegnet      sub-047 seed=2 acc=0.8450 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:22:31 | INFO    | train_session_multisource | [multisource] eegnet      sub-048 seed=2 acc=0.8150 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:22:40 | INFO    | train_session_multisource | [multisource] eegnet      sub-049 seed=2 acc=0.8700 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:22:47 | INFO    | train_session_multisource | [multisource] eegnet      sub-050 seed=2 acc=0.9550 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:22:54 | INFO    | train_session_multisource | [multisource] eegnet      sub-051 seed=2 acc=0.9050 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:22:54 | INFO    | train_session_multisource | multisource_0102_to_03__eegnet: 47 rows (ok=47 failed=0) | used=47 skipped=4 | 441.4s
2026-06-08 22:22:54 | INFO    | train_session_multisource | === RUN multisource_0102_to_03__deepconvnet ===
2026-06-08 22:22:54 | INFO    | train_session_multisource | [multisource] model=deepconvnet | eligible subjects=47 | skipped=4 | ses-01+ses-02 -> ses-03
2026-06-08 22:22:54 | INFO    | train_session_multisource | [multisource][skip] sub-023 (missing ok session(s): ses-01)
2026-06-08 22:22:54 | INFO    | train_session_multisource | [multisource][skip] sub-024 (missing ok session(s): ses-02,ses-03)
2026-06-08 22:22:54 | INFO    | train_session_multisource | [multisource][skip] sub-026 (missing ok session(s): ses-01)
2026-06-08 22:22:54 | INFO    | train_session_multisource | [multisource][skip] sub-032 (missing ok session(s): ses-02)
2026-06-08 22:23:15 | INFO    | train_session_multisource | [multisource] deepconvnet sub-001 seed=2 acc=0.9550 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:23:23 | INFO    | train_session_multisource | [multisource] deepconvnet sub-002 seed=2 acc=0.6350 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:23:45 | INFO    | train_session_multisource | [multisource] deepconvnet sub-003 seed=2 acc=0.9450 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:23:51 | INFO    | train_session_multisource | [multisource] deepconvnet sub-004 seed=2 acc=0.4800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:24:07 | INFO    | train_session_multisource | [multisource] deepconvnet sub-005 seed=2 acc=0.6800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:24:19 | INFO    | train_session_multisource | [multisource] deepconvnet sub-006 seed=2 acc=0.9300 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:24:29 | INFO    | train_session_multisource | [multisource] deepconvnet sub-007 seed=2 acc=0.8750 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:24:47 | INFO    | train_session_multisource | [multisource] deepconvnet sub-008 seed=2 acc=0.8300 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:24:56 | INFO    | train_session_multisource | [multisource] deepconvnet sub-009 seed=2 acc=0.6000 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:25:04 | INFO    | train_session_multisource | [multisource] deepconvnet sub-010 seed=2 acc=0.5200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:25:12 | INFO    | train_session_multisource | [multisource] deepconvnet sub-011 seed=2 acc=0.8750 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:25:20 | INFO    | train_session_multisource | [multisource] deepconvnet sub-012 seed=2 acc=0.5500 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:25:31 | INFO    | train_session_multisource | [multisource] deepconvnet sub-013 seed=2 acc=0.7450 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:25:38 | INFO    | train_session_multisource | [multisource] deepconvnet sub-014 seed=2 acc=0.5350 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:25:47 | INFO    | train_session_multisource | [multisource] deepconvnet sub-015 seed=2 acc=0.5800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:25:54 | INFO    | train_session_multisource | [multisource] deepconvnet sub-016 seed=2 acc=0.4850 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:26:08 | INFO    | train_session_multisource | [multisource] deepconvnet sub-017 seed=2 acc=0.7700 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:26:18 | INFO    | train_session_multisource | [multisource] deepconvnet sub-018 seed=2 acc=0.5550 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:26:30 | INFO    | train_session_multisource | [multisource] deepconvnet sub-019 seed=2 acc=0.9100 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:26:57 | INFO    | train_session_multisource | [multisource] deepconvnet sub-020 seed=2 acc=0.5950 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:27:11 | INFO    | train_session_multisource | [multisource] deepconvnet sub-021 seed=2 acc=0.8250 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:27:22 | INFO    | train_session_multisource | [multisource] deepconvnet sub-022 seed=2 acc=0.6850 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:27:33 | INFO    | train_session_multisource | [multisource] deepconvnet sub-025 seed=2 acc=0.8850 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:27:50 | INFO    | train_session_multisource | [multisource] deepconvnet sub-027 seed=2 acc=0.7600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:28:08 | INFO    | train_session_multisource | [multisource] deepconvnet sub-028 seed=2 acc=0.5150 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:28:30 | INFO    | train_session_multisource | [multisource] deepconvnet sub-029 seed=2 acc=0.9600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:28:42 | INFO    | train_session_multisource | [multisource] deepconvnet sub-030 seed=2 acc=0.6800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:28:56 | INFO    | train_session_multisource | [multisource] deepconvnet sub-031 seed=2 acc=0.7600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:29:05 | INFO    | train_session_multisource | [multisource] deepconvnet sub-033 seed=2 acc=0.8200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:29:14 | INFO    | train_session_multisource | [multisource] deepconvnet sub-034 seed=2 acc=0.8800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:29:36 | INFO    | train_session_multisource | [multisource] deepconvnet sub-035 seed=2 acc=0.9350 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:29:46 | INFO    | train_session_multisource | [multisource] deepconvnet sub-036 seed=2 acc=0.9900 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:30:05 | INFO    | train_session_multisource | [multisource] deepconvnet sub-037 seed=2 acc=0.8750 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:30:14 | INFO    | train_session_multisource | [multisource] deepconvnet sub-038 seed=2 acc=0.5200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:30:26 | INFO    | train_session_multisource | [multisource] deepconvnet sub-039 seed=2 acc=0.5350 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:30:34 | INFO    | train_session_multisource | [multisource] deepconvnet sub-040 seed=2 acc=0.6600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:30:46 | INFO    | train_session_multisource | [multisource] deepconvnet sub-041 seed=2 acc=0.9050 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:30:58 | INFO    | train_session_multisource | [multisource] deepconvnet sub-042 seed=2 acc=0.6650 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:31:25 | INFO    | train_session_multisource | [multisource] deepconvnet sub-043 seed=2 acc=0.9750 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:31:34 | INFO    | train_session_multisource | [multisource] deepconvnet sub-044 seed=2 acc=0.7700 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:31:46 | INFO    | train_session_multisource | [multisource] deepconvnet sub-045 seed=2 acc=0.8350 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:32:14 | INFO    | train_session_multisource | [multisource] deepconvnet sub-046 seed=2 acc=0.9800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:32:42 | INFO    | train_session_multisource | [multisource] deepconvnet sub-047 seed=2 acc=0.8200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:32:50 | INFO    | train_session_multisource | [multisource] deepconvnet sub-048 seed=2 acc=0.8100 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:33:07 | INFO    | train_session_multisource | [multisource] deepconvnet sub-049 seed=2 acc=0.8800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:33:17 | INFO    | train_session_multisource | [multisource] deepconvnet sub-050 seed=2 acc=0.8600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:33:28 | INFO    | train_session_multisource | [multisource] deepconvnet sub-051 seed=2 acc=0.8600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:33:28 | INFO    | train_session_multisource | multisource_0102_to_03__deepconvnet: 47 rows (ok=47 failed=0) | used=47 skipped=4 | 633.7s
2026-06-08 22:33:28 | INFO    | train_session_multisource | === RUN multisource_0102_to_03__fbcnet ===
2026-06-08 22:33:28 | INFO    | train_session_multisource | [multisource] model=fbcnet | eligible subjects=47 | skipped=4 | ses-01+ses-02 -> ses-03
2026-06-08 22:33:28 | INFO    | train_session_multisource | [multisource][skip] sub-023 (missing ok session(s): ses-01)
2026-06-08 22:33:28 | INFO    | train_session_multisource | [multisource][skip] sub-024 (missing ok session(s): ses-02,ses-03)
2026-06-08 22:33:28 | INFO    | train_session_multisource | [multisource][skip] sub-026 (missing ok session(s): ses-01)
2026-06-08 22:33:28 | INFO    | train_session_multisource | [multisource][skip] sub-032 (missing ok session(s): ses-02)
2026-06-08 22:33:37 | INFO    | train_session_multisource | [multisource] fbcnet      sub-001 seed=2 acc=0.8000 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:33:42 | INFO    | train_session_multisource | [multisource] fbcnet      sub-002 seed=2 acc=0.5750 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:33:59 | INFO    | train_session_multisource | [multisource] fbcnet      sub-003 seed=2 acc=0.8400 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:34:04 | INFO    | train_session_multisource | [multisource] fbcnet      sub-004 seed=2 acc=0.5500 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:34:13 | INFO    | train_session_multisource | [multisource] fbcnet      sub-005 seed=2 acc=0.8150 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:34:30 | INFO    | train_session_multisource | [multisource] fbcnet      sub-006 seed=2 acc=0.8850 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:34:36 | INFO    | train_session_multisource | [multisource] fbcnet      sub-007 seed=2 acc=0.5350 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:34:47 | INFO    | train_session_multisource | [multisource] fbcnet      sub-008 seed=2 acc=0.7250 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:34:54 | INFO    | train_session_multisource | [multisource] fbcnet      sub-009 seed=2 acc=0.5150 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:35:03 | INFO    | train_session_multisource | [multisource] fbcnet      sub-010 seed=2 acc=0.6050 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:35:22 | INFO    | train_session_multisource | [multisource] fbcnet      sub-011 seed=2 acc=0.6650 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:35:26 | INFO    | train_session_multisource | [multisource] fbcnet      sub-012 seed=2 acc=0.4950 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:35:32 | INFO    | train_session_multisource | [multisource] fbcnet      sub-013 seed=2 acc=0.5450 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:35:37 | INFO    | train_session_multisource | [multisource] fbcnet      sub-014 seed=2 acc=0.4700 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:35:43 | INFO    | train_session_multisource | [multisource] fbcnet      sub-015 seed=2 acc=0.4950 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:35:48 | INFO    | train_session_multisource | [multisource] fbcnet      sub-016 seed=2 acc=0.5150 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:35:53 | INFO    | train_session_multisource | [multisource] fbcnet      sub-017 seed=2 acc=0.5450 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:36:01 | INFO    | train_session_multisource | [multisource] fbcnet      sub-018 seed=2 acc=0.5700 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:36:06 | INFO    | train_session_multisource | [multisource] fbcnet      sub-019 seed=2 acc=0.5150 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:36:21 | INFO    | train_session_multisource | [multisource] fbcnet      sub-020 seed=2 acc=0.4900 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:36:29 | INFO    | train_session_multisource | [multisource] fbcnet      sub-021 seed=2 acc=0.6500 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:36:35 | INFO    | train_session_multisource | [multisource] fbcnet      sub-022 seed=2 acc=0.5300 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:36:47 | INFO    | train_session_multisource | [multisource] fbcnet      sub-025 seed=2 acc=0.5000 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:36:54 | INFO    | train_session_multisource | [multisource] fbcnet      sub-027 seed=2 acc=0.5200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:37:05 | INFO    | train_session_multisource | [multisource] fbcnet      sub-028 seed=2 acc=0.7650 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:37:18 | INFO    | train_session_multisource | [multisource] fbcnet      sub-029 seed=2 acc=0.9200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:37:27 | INFO    | train_session_multisource | [multisource] fbcnet      sub-030 seed=2 acc=0.8200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:37:33 | INFO    | train_session_multisource | [multisource] fbcnet      sub-031 seed=2 acc=0.5400 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:37:43 | INFO    | train_session_multisource | [multisource] fbcnet      sub-033 seed=2 acc=0.9300 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:37:55 | INFO    | train_session_multisource | [multisource] fbcnet      sub-034 seed=2 acc=0.5600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:38:08 | INFO    | train_session_multisource | [multisource] fbcnet      sub-035 seed=2 acc=0.8800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:38:20 | INFO    | train_session_multisource | [multisource] fbcnet      sub-036 seed=2 acc=0.9400 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:38:35 | INFO    | train_session_multisource | [multisource] fbcnet      sub-037 seed=2 acc=0.7000 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:38:40 | INFO    | train_session_multisource | [multisource] fbcnet      sub-038 seed=2 acc=0.5500 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:38:47 | INFO    | train_session_multisource | [multisource] fbcnet      sub-039 seed=2 acc=0.5200 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:38:57 | INFO    | train_session_multisource | [multisource] fbcnet      sub-040 seed=2 acc=0.7250 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:39:07 | INFO    | train_session_multisource | [multisource] fbcnet      sub-041 seed=2 acc=0.8600 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:39:20 | INFO    | train_session_multisource | [multisource] fbcnet      sub-042 seed=2 acc=0.6650 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:39:33 | INFO    | train_session_multisource | [multisource] fbcnet      sub-043 seed=2 acc=0.9900 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:39:38 | INFO    | train_session_multisource | [multisource] fbcnet      sub-044 seed=2 acc=0.5450 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:39:43 | INFO    | train_session_multisource | [multisource] fbcnet      sub-045 seed=2 acc=0.6900 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:39:53 | INFO    | train_session_multisource | [multisource] fbcnet      sub-046 seed=2 acc=0.9550 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:40:01 | INFO    | train_session_multisource | [multisource] fbcnet      sub-047 seed=2 acc=0.8000 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:40:10 | INFO    | train_session_multisource | [multisource] fbcnet      sub-048 seed=2 acc=0.5800 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:40:21 | INFO    | train_session_multisource | [multisource] fbcnet      sub-049 seed=2 acc=0.7750 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:40:31 | INFO    | train_session_multisource | [multisource] fbcnet      sub-050 seed=2 acc=0.8750 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:40:43 | INFO    | train_session_multisource | [multisource] fbcnet      sub-051 seed=2 acc=0.7950 (n_train=320 n_val=80 n_test=200)
2026-06-08 22:40:43 | INFO    | train_session_multisource | multisource_0102_to_03__fbcnet: 47 rows (ok=47 failed=0) | used=47 skipped=4 | 435.6s
2026-06-08 22:40:43 | INFO    | train_session_multisource | ALL DONE in 1511.2s | outputs in /share/home/yuan/SYX/eeg-mi-online/outputs/experiments/session_multisource_v1
--------------------------------------------------------
Done: Mon Jun  8 22:40:44 CST 2026
========================================================
