Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods bn_statistics_adaptation --models deepconvnet --seeds 0 --protocols single,multi --tag-suffix bn_statistics_adaptation_deepconvnet_s0
Node   : gpu01 | Start: Tue Jun  9 12:22:00 CST 2026
Tue Jun  9 12:22:00 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:41:00.0 Off |                  Off |
| 36%   44C    P0             57W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 12:22:04 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 12:22:04 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['bn_statistics_adaptation'] | models=['deepconvnet'] | seeds=[0] | groups=['single', 'multi'] | tasks=335
2026-06-09 12:22:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-001_ses01-to-ses02 seed=0 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 12:23:48 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-002_ses03-to-ses02 seed=0 acc=0.6200 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:03 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-003_ses01-to-ses02 seed=0 acc=0.8000 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:17 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-003_ses01-to-ses03 seed=0 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:33 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-003_ses02-to-ses01 seed=0 acc=0.8250 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:48 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-003_ses02-to-ses03 seed=0 acc=0.6400 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-003_ses03-to-ses01 seed=0 acc=0.4700 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:59 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-003_ses03-to-ses02 seed=0 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:08 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-004_ses01-to-ses02 seed=0 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:17 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-004_ses01-to-ses03 seed=0 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:23 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-004_ses02-to-ses01 seed=0 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:28 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-004_ses02-to-ses03 seed=0 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:34 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-004_ses03-to-ses01 seed=0 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:40 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-004_ses03-to-ses02 seed=0 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 12:26:03 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-005_ses01-to-ses02 seed=0 acc=0.8300 (ntr=160 nval=40 nte=200)
2026-06-09 12:26:25 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-005_ses01-to-ses03 seed=0 acc=0.6500 (ntr=160 nval=40 nte=200)
2026-06-09 12:26:33 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-005_ses02-to-ses01 seed=0 acc=0.7550 (ntr=160 nval=40 nte=200)
2026-06-09 12:26:41 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-005_ses02-to-ses03 seed=0 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 12:26:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-005_ses03-to-ses01 seed=0 acc=0.7550 (ntr=160 nval=40 nte=200)
2026-06-09 12:27:06 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-005_ses03-to-ses02 seed=0 acc=0.7050 (ntr=160 nval=40 nte=200)
2026-06-09 12:27:20 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-006_ses01-to-ses02 seed=0 acc=0.8950 (ntr=160 nval=40 nte=200)
2026-06-09 12:27:34 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-006_ses01-to-ses03 seed=0 acc=0.9550 (ntr=160 nval=40 nte=200)
2026-06-09 12:27:47 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-006_ses02-to-ses01 seed=0 acc=0.8050 (ntr=160 nval=40 nte=200)
2026-06-09 12:27:59 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-006_ses02-to-ses03 seed=0 acc=0.8550 (ntr=160 nval=40 nte=200)
2026-06-09 12:28:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-006_ses03-to-ses01 seed=0 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 12:28:23 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-006_ses03-to-ses02 seed=0 acc=0.6700 (ntr=160 nval=40 nte=200)
2026-06-09 12:28:35 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-007_ses01-to-ses02 seed=0 acc=0.7800 (ntr=160 nval=40 nte=200)
2026-06-09 12:28:47 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-007_ses01-to-ses03 seed=0 acc=0.8200 (ntr=160 nval=40 nte=200)
2026-06-09 12:28:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-007_ses02-to-ses01 seed=0 acc=0.6550 (ntr=160 nval=40 nte=200)
2026-06-09 12:28:59 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-007_ses02-to-ses03 seed=0 acc=0.8950 (ntr=160 nval=40 nte=200)
2026-06-09 12:29:05 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-007_ses03-to-ses01 seed=0 acc=0.6750 (ntr=160 nval=40 nte=200)
2026-06-09 12:29:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-007_ses03-to-ses02 seed=0 acc=0.7750 (ntr=160 nval=40 nte=200)
2026-06-09 12:29:17 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-008_ses01-to-ses02 seed=0 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 12:29:24 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-008_ses01-to-ses03 seed=0 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 12:29:33 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-008_ses02-to-ses01 seed=0 acc=0.6500 (ntr=160 nval=40 nte=200)
2026-06-09 12:29:43 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-008_ses02-to-ses03 seed=0 acc=0.8150 (ntr=160 nval=40 nte=200)
2026-06-09 12:29:49 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-008_ses03-to-ses01 seed=0 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 12:29:55 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-008_ses03-to-ses02 seed=0 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:03 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-009_ses01-to-ses02 seed=0 acc=0.7400 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-009_ses01-to-ses03 seed=0 acc=0.5700 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:16 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-009_ses02-to-ses01 seed=0 acc=0.6850 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:22 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-009_ses02-to-ses03 seed=0 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:28 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-009_ses03-to-ses01 seed=0 acc=0.6450 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:35 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-009_ses03-to-ses02 seed=0 acc=0.6300 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:41 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-010_ses01-to-ses02 seed=0 acc=0.6900 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:47 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-010_ses01-to-ses03 seed=0 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 12:30:57 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-010_ses02-to-ses01 seed=0 acc=0.7300 (ntr=160 nval=40 nte=200)
2026-06-09 12:31:06 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-010_ses02-to-ses03 seed=0 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 12:31:13 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-010_ses03-to-ses01 seed=0 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 12:31:19 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-010_ses03-to-ses02 seed=0 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 12:31:25 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-011_ses01-to-ses02 seed=0 acc=0.5800 (ntr=160 nval=40 nte=200)
2026-06-09 12:31:30 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-011_ses01-to-ses03 seed=0 acc=0.9150 (ntr=160 nval=40 nte=200)
2026-06-09 12:31:42 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-011_ses02-to-ses01 seed=0 acc=0.8200 (ntr=160 nval=40 nte=200)
2026-06-09 12:31:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-011_ses02-to-ses03 seed=0 acc=0.8100 (ntr=160 nval=40 nte=200)
2026-06-09 12:32:07 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-011_ses03-to-ses01 seed=0 acc=0.8900 (ntr=160 nval=40 nte=200)
2026-06-09 12:32:22 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-011_ses03-to-ses02 seed=0 acc=0.7000 (ntr=160 nval=40 nte=200)
2026-06-09 12:32:27 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-012_ses01-to-ses02 seed=0 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 12:32:32 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-012_ses01-to-ses03 seed=0 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 12:32:38 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-012_ses02-to-ses01 seed=0 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 12:32:44 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-012_ses02-to-ses03 seed=0 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 12:32:49 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-012_ses03-to-ses01 seed=0 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 12:32:54 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-012_ses03-to-ses02 seed=0 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:00 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-013_ses01-to-ses02 seed=0 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:05 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-013_ses01-to-ses03 seed=0 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:13 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-013_ses02-to-ses01 seed=0 acc=0.5700 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:21 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-013_ses02-to-ses03 seed=0 acc=0.7400 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:26 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-013_ses03-to-ses01 seed=0 acc=0.6500 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:32 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-013_ses03-to-ses02 seed=0 acc=0.7200 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:38 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-014_ses01-to-ses02 seed=0 acc=0.4700 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:44 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-014_ses01-to-ses03 seed=0 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 12:33:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-014_ses02-to-ses01 seed=0 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 12:34:01 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-014_ses02-to-ses03 seed=0 acc=0.4700 (ntr=160 nval=40 nte=200)
2026-06-09 12:34:06 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-014_ses03-to-ses01 seed=0 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 12:34:12 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-014_ses03-to-ses02 seed=0 acc=0.4550 (ntr=160 nval=40 nte=200)
2026-06-09 12:34:18 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-015_ses01-to-ses02 seed=0 acc=0.6550 (ntr=160 nval=40 nte=200)
2026-06-09 12:34:24 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-015_ses01-to-ses03 seed=0 acc=0.5450 (ntr=160 nval=40 nte=200)
2026-06-09 12:34:30 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-015_ses02-to-ses01 seed=0 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 12:34:37 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-015_ses02-to-ses03 seed=0 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 12:34:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-015_ses03-to-ses01 seed=0 acc=0.6250 (ntr=160 nval=40 nte=200)
2026-06-09 12:35:10 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-015_ses03-to-ses02 seed=0 acc=0.6550 (ntr=160 nval=40 nte=200)
2026-06-09 12:35:17 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-016_ses01-to-ses02 seed=0 acc=0.4500 (ntr=160 nval=40 nte=200)
2026-06-09 12:35:23 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-016_ses01-to-ses03 seed=0 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 12:35:29 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-016_ses02-to-ses01 seed=0 acc=0.4700 (ntr=160 nval=40 nte=200)
2026-06-09 12:35:34 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-016_ses02-to-ses03 seed=0 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 12:35:41 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-016_ses03-to-ses01 seed=0 acc=0.5950 (ntr=160 nval=40 nte=200)
2026-06-09 12:35:47 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-016_ses03-to-ses02 seed=0 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 12:36:00 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-017_ses01-to-ses02 seed=0 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 12:36:13 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-017_ses01-to-ses03 seed=0 acc=0.7000 (ntr=160 nval=40 nte=200)
2026-06-09 12:36:22 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-017_ses02-to-ses01 seed=0 acc=0.6650 (ntr=160 nval=40 nte=200)
2026-06-09 12:36:31 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-017_ses02-to-ses03 seed=0 acc=0.6550 (ntr=160 nval=40 nte=200)
2026-06-09 12:36:38 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-017_ses03-to-ses01 seed=0 acc=0.6950 (ntr=160 nval=40 nte=200)
2026-06-09 12:36:45 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-017_ses03-to-ses02 seed=0 acc=0.7650 (ntr=160 nval=40 nte=200)
2026-06-09 12:36:54 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-018_ses01-to-ses02 seed=0 acc=0.6800 (ntr=160 nval=40 nte=200)
2026-06-09 12:37:03 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-018_ses01-to-ses03 seed=0 acc=0.6000 (ntr=160 nval=40 nte=200)
2026-06-09 12:37:10 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-018_ses02-to-ses01 seed=0 acc=0.6450 (ntr=160 nval=40 nte=200)
2026-06-09 12:37:17 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-018_ses02-to-ses03 seed=0 acc=0.6000 (ntr=160 nval=40 nte=200)
2026-06-09 12:37:30 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-018_ses03-to-ses01 seed=0 acc=0.6500 (ntr=160 nval=40 nte=200)
2026-06-09 12:37:43 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-018_ses03-to-ses02 seed=0 acc=0.6800 (ntr=160 nval=40 nte=200)
2026-06-09 12:37:48 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-019_ses01-to-ses02 seed=0 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 12:37:54 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-019_ses01-to-ses03 seed=0 acc=0.5800 (ntr=160 nval=40 nte=200)
2026-06-09 12:38:02 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-019_ses02-to-ses01 seed=0 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 12:38:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-019_ses02-to-ses03 seed=0 acc=0.8450 (ntr=160 nval=40 nte=200)
2026-06-09 12:38:21 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-019_ses03-to-ses01 seed=0 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 12:38:31 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-019_ses03-to-ses02 seed=0 acc=0.7100 (ntr=160 nval=40 nte=200)
2026-06-09 12:38:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-020_ses01-to-ses02 seed=0 acc=0.7900 (ntr=160 nval=40 nte=200)
2026-06-09 12:39:16 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-020_ses01-to-ses03 seed=0 acc=0.5950 (ntr=160 nval=40 nte=200)
2026-06-09 12:39:33 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-020_ses02-to-ses01 seed=0 acc=0.8550 (ntr=160 nval=40 nte=200)
2026-06-09 12:39:49 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-020_ses02-to-ses03 seed=0 acc=0.5250 (ntr=160 nval=40 nte=200)
2026-06-09 12:40:02 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-020_ses03-to-ses01 seed=0 acc=0.4550 (ntr=160 nval=40 nte=200)
2026-06-09 12:40:14 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-020_ses03-to-ses02 seed=0 acc=0.3350 (ntr=160 nval=40 nte=200)
2026-06-09 12:40:19 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-021_ses01-to-ses02 seed=0 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 12:40:25 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-021_ses01-to-ses03 seed=0 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 12:40:33 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-021_ses02-to-ses01 seed=0 acc=0.6250 (ntr=160 nval=40 nte=200)
2026-06-09 12:40:41 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-021_ses02-to-ses03 seed=0 acc=0.6750 (ntr=160 nval=40 nte=200)
2026-06-09 12:40:46 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-021_ses03-to-ses01 seed=0 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 12:40:52 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-021_ses03-to-ses02 seed=0 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 12:41:07 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-022_ses01-to-ses02 seed=0 acc=0.5650 (ntr=160 nval=40 nte=200)
2026-06-09 12:41:22 | INFO    | train_session_alignment | [align] bn_statistics_adaptation deepconvnet single_sub-022_ses01-to-ses03 seed=0 acc=0.6700 (ntr=160 nval=40 nte=200)
