Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods filterbank_reweighting --models fbcnet --seeds 3 --protocols single,multi --tag-suffix filterbank_reweighting_fbcnet_s3
Node   : gpu01 | Start: Tue Jun  9 18:12:13 CST 2026
Tue Jun  9 18:12:14 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:61:00.0 Off |                  Off |
| 34%   44C    P0             58W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 18:12:17 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 18:12:17 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['filterbank_reweighting'] | models=['fbcnet'] | seeds=[3] | groups=['single', 'multi'] | tasks=335
2026-06-09 18:12:29 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-001_ses01-to-ses02 seed=3 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 18:16:19 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-005_ses02-to-ses03 seed=3 acc=0.7200 (ntr=160 nval=40 nte=200)
2026-06-09 18:16:31 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-005_ses03-to-ses01 seed=3 acc=0.7850 (ntr=160 nval=40 nte=200)
2026-06-09 18:16:44 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-005_ses03-to-ses02 seed=3 acc=0.6950 (ntr=160 nval=40 nte=200)
2026-06-09 18:16:55 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-006_ses01-to-ses02 seed=3 acc=0.6600 (ntr=160 nval=40 nte=200)
2026-06-09 18:17:06 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-006_ses01-to-ses03 seed=3 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 18:17:15 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-006_ses02-to-ses01 seed=3 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 18:17:25 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-006_ses02-to-ses03 seed=3 acc=0.6750 (ntr=160 nval=40 nte=200)
2026-06-09 18:17:39 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-006_ses03-to-ses01 seed=3 acc=0.6900 (ntr=160 nval=40 nte=200)
2026-06-09 18:17:52 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-006_ses03-to-ses02 seed=3 acc=0.7850 (ntr=160 nval=40 nte=200)
2026-06-09 18:17:58 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-007_ses01-to-ses02 seed=3 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 18:18:05 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-007_ses01-to-ses03 seed=3 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 18:18:15 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-007_ses02-to-ses01 seed=3 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 18:18:25 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-007_ses02-to-ses03 seed=3 acc=0.5450 (ntr=160 nval=40 nte=200)
2026-06-09 18:18:33 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-007_ses03-to-ses01 seed=3 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 18:18:40 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-007_ses03-to-ses02 seed=3 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 18:18:47 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-008_ses01-to-ses02 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 18:18:54 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-008_ses01-to-ses03 seed=3 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 18:19:06 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-008_ses02-to-ses01 seed=3 acc=0.5650 (ntr=160 nval=40 nte=200)
2026-06-09 18:19:17 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-008_ses02-to-ses03 seed=3 acc=0.6550 (ntr=160 nval=40 nte=200)
2026-06-09 18:19:31 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-008_ses03-to-ses01 seed=3 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 18:19:44 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-008_ses03-to-ses02 seed=3 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 18:19:50 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-009_ses01-to-ses02 seed=3 acc=0.5950 (ntr=160 nval=40 nte=200)
2026-06-09 18:19:56 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-009_ses01-to-ses03 seed=3 acc=0.5800 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:03 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-009_ses02-to-ses01 seed=3 acc=0.6850 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:10 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-009_ses02-to-ses03 seed=3 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:16 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-009_ses03-to-ses01 seed=3 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:21 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-009_ses03-to-ses02 seed=3 acc=0.4650 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:27 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-010_ses01-to-ses02 seed=3 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:34 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-010_ses01-to-ses03 seed=3 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:40 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-010_ses02-to-ses01 seed=3 acc=0.5700 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:46 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-010_ses02-to-ses03 seed=3 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 18:20:55 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-010_ses03-to-ses01 seed=3 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 18:21:05 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-010_ses03-to-ses02 seed=3 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 18:21:17 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-011_ses01-to-ses02 seed=3 acc=0.7000 (ntr=160 nval=40 nte=200)
2026-06-09 18:21:28 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-011_ses01-to-ses03 seed=3 acc=0.6200 (ntr=160 nval=40 nte=200)
2026-06-09 18:21:34 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-011_ses02-to-ses01 seed=3 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 18:21:41 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-011_ses02-to-ses03 seed=3 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 18:21:54 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-011_ses03-to-ses01 seed=3 acc=0.6550 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:08 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-011_ses03-to-ses02 seed=3 acc=0.5700 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:13 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-012_ses01-to-ses02 seed=3 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:18 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-012_ses01-to-ses03 seed=3 acc=0.4750 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:23 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-012_ses02-to-ses01 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:29 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-012_ses02-to-ses03 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:35 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-012_ses03-to-ses01 seed=3 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:40 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-012_ses03-to-ses02 seed=3 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:46 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-013_ses01-to-ses02 seed=3 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:52 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-013_ses01-to-ses03 seed=3 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 18:22:59 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-013_ses02-to-ses01 seed=3 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:07 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-013_ses02-to-ses03 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:13 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-013_ses03-to-ses01 seed=3 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:18 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-013_ses03-to-ses02 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:24 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-014_ses01-to-ses02 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:29 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-014_ses01-to-ses03 seed=3 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:34 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-014_ses02-to-ses01 seed=3 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:39 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-014_ses02-to-ses03 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:45 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-014_ses03-to-ses01 seed=3 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:51 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-014_ses03-to-ses02 seed=3 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 18:23:56 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-015_ses01-to-ses02 seed=3 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:01 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-015_ses01-to-ses03 seed=3 acc=0.5250 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:06 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-015_ses02-to-ses01 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:12 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-015_ses02-to-ses03 seed=3 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:17 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-015_ses03-to-ses01 seed=3 acc=0.4500 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:22 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-015_ses03-to-ses02 seed=3 acc=0.4800 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:27 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-016_ses01-to-ses02 seed=3 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:32 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-016_ses01-to-ses03 seed=3 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:38 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-016_ses02-to-ses01 seed=3 acc=0.4750 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:44 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-016_ses02-to-ses03 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:51 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-016_ses03-to-ses01 seed=3 acc=0.4800 (ntr=160 nval=40 nte=200)
2026-06-09 18:24:57 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-016_ses03-to-ses02 seed=3 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 18:25:08 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-017_ses01-to-ses02 seed=3 acc=0.5250 (ntr=160 nval=40 nte=200)
2026-06-09 18:25:20 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-017_ses01-to-ses03 seed=3 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 18:25:25 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-017_ses02-to-ses01 seed=3 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 18:25:31 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-017_ses02-to-ses03 seed=3 acc=0.5750 (ntr=160 nval=40 nte=200)
2026-06-09 18:25:39 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-017_ses03-to-ses01 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 18:25:47 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-017_ses03-to-ses02 seed=3 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 18:25:54 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-018_ses01-to-ses02 seed=3 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:00 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-018_ses01-to-ses03 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:05 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-018_ses02-to-ses01 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:10 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-018_ses02-to-ses03 seed=3 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:16 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-018_ses03-to-ses01 seed=3 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:21 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-018_ses03-to-ses02 seed=3 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:29 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-019_ses01-to-ses02 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:37 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-019_ses01-to-ses03 seed=3 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:42 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-019_ses02-to-ses01 seed=3 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:48 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-019_ses02-to-ses03 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 18:26:58 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-019_ses03-to-ses01 seed=3 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 18:27:08 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-019_ses03-to-ses02 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 18:27:20 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-020_ses01-to-ses02 seed=3 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 18:27:33 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-020_ses01-to-ses03 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 18:27:46 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-020_ses02-to-ses01 seed=3 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 18:27:59 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-020_ses02-to-ses03 seed=3 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:09 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-020_ses03-to-ses01 seed=3 acc=0.4500 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:19 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-020_ses03-to-ses02 seed=3 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:25 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-021_ses01-to-ses02 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:30 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-021_ses01-to-ses03 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:35 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-021_ses02-to-ses01 seed=3 acc=0.5450 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:40 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-021_ses02-to-ses03 seed=3 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:45 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-021_ses03-to-ses01 seed=3 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:50 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-021_ses03-to-ses02 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 18:28:56 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-022_ses01-to-ses02 seed=3 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 18:29:02 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-022_ses01-to-ses03 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 18:29:10 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-022_ses02-to-ses01 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 18:29:19 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-022_ses02-to-ses03 seed=3 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 18:29:25 | INFO    | train_session_alignment | [align] filterbank_reweighting fbcnet      single_sub-022_ses03-to-ses01 seed=3 acc=0.4450 (ntr=160 nval=40 nte=200)
